Sample,OTU,Count,Model_Jul04,OTU_CODE
H108281,Drunella_doddsi,4,N_lc,B67
H108281,Hexatoma,3,N_lc,B106
H108281,Megarcys,1,N_lc,B137
H108281,Neophylax,2,N_lc,B149
H108281,Oreogeton,4,N_lc,B161
H108281,Orthocladiinae,14,N_lc,B162
H108281,Parapsyche,8,N_lc,B166
H108281,Rhithrogena,2,N_lc,B197
H108281,Rhyacophila,22,N_lc,B199
H108281,Simulium,3,N_lc,B204
H108281,Sweltsa,3,N_lc,B214
H108291,Ameletus,2,C,B6
H108291,Arctopsyche,1,C,B15
H108291,Baetis,81,C,B21
H108291,Blephariceridae,4,C,B23
H108291,Calineuria,2,C,B27
H108291,Caudatella,7,C,B31
H108291,Chironominae,2,C,B37
H108291,Cinygmula,9,C,B40
H108291,Doroneuria,1,C,B65
H108291,Drunella_coloradensis/flavilinea,4,C,B66
H108291,Drunella_doddsi,7,C,B67
H108291,Epeorus,91,C,B77
H108291,Heterlimnius,2,C,B104
H108291,Megarcys,2,C,B137
H108291,Micrasema,1,C,B140
H108291,Nematoda,1,C,B146
H108291,Onocosmoecus,1,C,B158
H108291,Optioservus,3,C,B159
H108291,Orthocladiinae,7,C,B162
H108291,Rhabdomastix,1,C,B196
H108291,Rhithrogena,8,C,B197
H108291,Rhyacophila,16,C,B199
H108291,Simulium,57,C,B204
H108291,Zapada,1,C,B232
H108292,Ameletus,4,C,B6
H108292,Attenella,1,C,B20
H108292,Baetis,75,C,B21
H108292,Blephariceridae,1,C,B23
H108292,Calineuria,0,C,B27
H108292,Caudatella,5,C,B31
H108292,Chironominae,1,C,B37
H108292,Cinygmula,5,C,B40
H108292,Deuterophlebiidae,3,C,B55
H108292,Dolophilodes,1,C,B64
H108292,Doroneuria,2,C,B65
H108292,Drunella_doddsi,4,C,B67
H108292,Epeorus,141,C,B77
H108292,Hydropsyche,1,C,B114
H108292,Ironodes,1,C,B116
H108292,Lara,0,C,B124
H108292,Lepidostoma,5,C,B125
H108292,Leptophlebiidae,2,C,B127
H108292,Megarcys,1,C,B137
H108292,Oligochaeta,1,C,B156
H108292,Orthocladiinae,5,C,B162
H108292,Parapsyche,1,C,B166
H108292,Pedomoecus,1,C,B168
H108292,Rhithrogena,18,C,B197
H108292,Rhyacophila,16,C,B199
H108292,Simulium,18,C,B204
H108292,Tanypodinae,4,C,B217
H108292,Zapada,2,C,B232
H108293,Ameletus,9,C,B6
H108293,Baetis,52,C,B21
H108293,Cinygmula,70,C,B40
H108293,Dicranota,3,C,B58
H108293,Dolophilodes,1,C,B64
H108293,Doroneuria,1,C,B65
H108293,Drunella_coloradensis/flavilinea,62,C,B66
H108293,Drunella_doddsi,4,C,B67
H108293,Drunella_spinifera,1,C,B70
H108293,Epeorus,72,C,B77
H108293,Hexatoma,1,C,B106
H108293,Leptophlebiidae,1,C,B127
H108293,Megarcys,7,C,B137
H108293,Moselia,1,C,B143
H108293,Nematoda,1,C,B146
H108293,Neophylax,2,C,B149
H108293,Oligochaeta,2,C,B156
H108293,Orthocladiinae,17,C,B162
H108293,Parapsyche,4,C,B166
H108293,Prosimulium,7,C,B183
H108293,Rhabdomastix,1,C,B196
H108293,Rhithrogena,11,C,B197
H108293,Rhyacophila,16,C,B199
H108293,Sweltsa,2,C,B214
H108293,Turbellaria,1,C,B225
H108293,Zapada,11,C,B232
H108294,Ameletus,2,C,B6
H108294,Antocha,2,C,B13
H108294,Baetis,71,C,B21
H108294,Calineuria,0,C,B27
H108294,Ceratopogoninae,1,C,B33
H108294,Chironominae,3,C,B37
H108294,Cinygmula,6,C,B40
H108294,Dicranota,1,C,B58
H108294,Doroneuria,2,C,B65
H108294,Drunella_coloradensis/flavilinea,16,C,B66
H108294,Drunella_doddsi,44,C,B67
H108294,Epeorus,58,C,B77
H108294,Heterlimnius,3,C,B104
H108294,Ironodes,4,C,B116
H108294,Lepidostoma,5,C,B125
H108294,Leptophlebiidae,2,C,B127
H108294,Megarcys,5,C,B137
H108294,Nematoda,1,C,B146
H108294,Neophylax,1,C,B149
H108294,Oligochaeta,2,C,B156
H108294,Orthocladiinae,30,C,B162
H108294,Parapsyche,3,C,B166
H108294,Pteronarcys,2,C,B193
H108294,Rhithrogena,27,C,B197
H108294,Rhyacophila,22,C,B199
H108294,Serratella,2,C,B200
H108294,Sweltsa,3,C,B214
H108294,Trombidiformes,36,C,B223
H108294,Yoraperla,1,C,B230
H108294,Zapada,4,C,B232
H108295,Ampumixis,5,C,B10
H108295,Baetis,92,C,B21
H108295,Blephariceridae,1,C,B23
H108295,Calineuria,6,C,B27
H108295,Corydalidae,3,C,B47
H108295,Dolophilodes,4,C,B64
H108295,Doroneuria,1,C,B65
H108295,Drunella_coloradensis/flavilinea,4,C,B66
H108295,Drunella_doddsi,13,C,B67
H108295,Dytiscidae,3,C,B72
H108295,Epeorus,44,C,B77
H108295,Glossosoma,4,C,B89
H108295,Heterlimnius,1,C,B104
H108295,Hydropsyche,9,C,B114
H108295,Micrasema,35,C,B140
H108295,Oreogeton,2,C,B161
H108295,Orthocladiinae,18,C,B162
H108295,Polycentropodidae,1,C,B178
H108295,Pteronarcys,3,C,B193
H108295,Rhithrogena,8,C,B197
H108295,Rhyacophila,30,C,B199
H108295,Simulium,3,C,B204
H108295,Sweltsa,5,C,B214
H108295,Trombidiformes,4,C,B223
H108296,Amiocentrus,3,C,B8
H108296,Ampumixis,1,C,B10
H108296,Antocha,7,C,B13
H108296,Arctopsyche,9,C,B15
H108296,Baetis,24,C,B21
H108296,Calineuria,1,C,B27
H108296,Chironominae,29,C,B37
H108296,Cleptelmis,42,C,B42
H108296,Dixa,1,C,B61
H108296,Drunella_doddsi,3,C,B67
H108296,Epeorus,6,C,B77
H108296,Glossosoma,66,C,B89
H108296,Glutops,1,C,B90
H108296,Hesperoperla,7,C,B103
H108296,Hydropsyche,35,C,B114
H108296,Malenka,3,C,B134
H108296,Maruina,1,C,B136
H108296,Micrasema,9,C,B140
H108296,Orthocladiinae,6,C,B162
H108296,Rhyacophila,38,C,B199
H108296,Simulium,21,C,B204
H108296,Trombidiformes,4,C,B223
H108296,Wormaldia,2,C,B229
H108296,Yoraperla,17,C,B230
H108296,Zapada,8,C,B232
H108302,Ameletus,3,C,B6
H108302,Antocha,2,C,B13
H108302,Baetis,72,C,B21
H108302,Calineuria,1,C,B27
H108302,Ceratopogoninae,1,C,B33
H108302,Chironominae,26,C,B37
H108302,Cinygmula,7,C,B40
H108302,Corydalidae,1,C,B47
H108302,Doroneuria,2,C,B65
H108302,Drunella_coloradensis/flavilinea,2,C,B66
H108302,Drunella_doddsi,27,C,B67
H108302,Drunella_spinifera,5,C,B70
H108302,Ecclisomyia,3,C,B74
H108302,Epeorus,20,C,B77
H108302,Glossosoma,1,C,B89
H108302,Hesperoconopa,1,C,B102
H108302,Heterlimnius,7,C,B104
H108302,Ironodes,12,C,B116
H108302,Kathroperla,1,C,B120
H108302,Lara,1,C,B124
H108302,Leptophlebiidae,2,C,B127
H108302,Megarcys,2,C,B137
H108302,Micrasema,2,C,B140
H108302,Orthocladiinae,43,C,B162
H108302,Parapsyche,4,C,B166
H108302,Prosimulium,5,C,B183
H108302,Pteronarcys,12,C,B193
H108302,Rhithrogena,21,C,B197
H108302,Rhyacophila,22,C,B199
H108302,Sweltsa,5,C,B214
H108302,Tanypodinae,2,C,B217
H108302,Trombidiformes,4,C,B223
H108302,Zapada,26,C,B232
H108303,Arctopsyche,0,C,B15
H108303,Baetis,35,C,B21
H108303,Brachycentrus,1,C,B24
H108303,Capniidae,2,C,B30
H108303,Chelifera,1,C,B34
H108303,Chironominae,11,C,B37
H108303,Dolophilodes,1,C,B64
H108303,Doroneuria,0,C,B65
H108303,Drunella_doddsi,7,C,B67
H108303,Drunella_spinifera,10,C,B70
H108303,Glutops,1,C,B90
H108303,Hesperoperla,1,C,B103
H108303,Heterlimnius,5,C,B104
H108303,Isoperla,1,C,B118
H108303,Leptophlebiidae,15,C,B127
H108303,Micrasema,34,C,B140
H108303,Oligochaeta,1,C,B156
H108303,Orthocladiinae,44,C,B162
H108303,Prosimulium,5,C,B183
H108303,Pteronarcys,2,C,B193
H108303,Rhyacophila,0,C,B199
H108303,Simulium,6,C,B204
H108303,Sphaeriidae,2,C,B209
H108303,Sweltsa,1,C,B214
H108303,Tanypodinae,2,C,B217
H108303,Trombidiformes,32,C,B223
H108303,Yoraperla,217,C,B230
H108303,Zapada,5,C,B232
H108304,Ampumixis,3,C,B10
H108304,Arctopsyche,2,C,B15
H108304,Baetis,33,C,B21
H108304,Calineuria,1,C,B27
H108304,Chironominae,23,C,B37
H108304,Cinygmula,7,C,B40
H108304,Doroneuria,3,C,B65
H108304,Drunella_doddsi,57,C,B67
H108304,Epeorus,3,C,B77
H108304,Glossosoma,8,C,B89
H108304,Ironodes,1,C,B116
H108304,Kathroperla,1,C,B120
H108304,Leptophlebiidae,1,C,B127
H108304,Maruina,1,C,B136
H108304,Megarcys,1,C,B137
H108304,Micrasema,1,C,B140
H108304,Neophylax,3,C,B149
H108304,Orthocladiinae,70,C,B162
H108304,Parapsyche,1,C,B166
H108304,Pteronarcys,1,C,B193
H108304,Rhithrogena,20,C,B197
H108304,Rhyacophila,18,C,B199
H108304,Tanypodinae,2,C,B217
H108304,Trombidiformes,4,C,B223
H108304,Yoraperla,2,C,B230
H108304,Zapada,5,C,B232
H108305,Ameletus,1,C,B6
H108305,Baetis,16,C,B21
H108305,Calineuria,1,C,B27
H108305,Chelifera,4,C,B34
H108305,Cinygmula,1,C,B40
H108305,Clinocera,1,C,B43
H108305,Dicranota,2,C,B58
H108305,Doroneuria,17,C,B65
H108305,Drunella_coloradensis/flavilinea,6,C,B66
H108305,Epeorus,14,C,B77
H108305,Glutops,1,C,B90
H108305,Juga,5,C,B119
H108305,Leptophlebiidae,1,C,B127
H108305,Malenka,1,C,B134
H108305,Megarcys,1,C,B137
H108305,Neophylax,4,C,B149
H108305,Orthocladiinae,37,C,B162
H108305,Parapsyche,3,C,B166
H108305,Rhyacophila,90,C,B199
H108305,Soliperla,1,C,B206
H108305,Tanypodinae,2,C,B217
H108305,Trombidiformes,8,C,B223
H108305,Yoraperla,5,C,B230
H108305,Zapada,38,C,B232
H108306,Acentrella,7,N,B1
H108306,Amiocentrus,1,N,B8
H108306,Antocha,33,N,B13
H108306,Arctopsyche,7,N,B15
H108306,Atherix,0,N,B18
H108306,Attenella,2,N,B20
H108306,Baetis,59,N,B21
H108306,Calineuria,1,N,B27
H108306,Chelifera,1,N,B34
H108306,Chironominae,12,N,B37
H108306,Clinocera,2,N,B43
H108306,Dicranota,4,N,B58
H108306,Drunella_doddsi,4,N,B67
H108306,Epeorus,2,N,B77
H108306,Glossosoma,3,N,B89
H108306,Hesperoconopa,2,N,B102
H108306,Hydropsyche,15,N,B114
H108306,Lepidostoma,105,N,B125
H108306,Neophylax,1,N,B149
H108306,Orthocladiinae,17,N,B162
H108306,Simulium,15,N,B204
H108306,Trombidiformes,40,N,B223
H108306,Zaitzevia,6,N,B231
H108307,Antocha,1,C,B13
H108307,Baetis,169,C,B21
H108307,Calineuria,0,C,B27
H108307,Chironominae,2,C,B37
H108307,Dicranota,2,C,B58
H108307,Epeorus,7,C,B77
H108307,Glossosoma,9,C,B89
H108307,Glutops,2,C,B90
H108307,Hydropsyche,5,C,B114
H108307,Ironodes,11,C,B116
H108307,Juga,1,C,B119
H108307,Kathroperla,0,C,B120
H108307,Megarcys,2,C,B137
H108307,Neophylax,10,C,B149
H108307,Orthocladiinae,11,C,B162
H108307,Parapsyche,13,C,B166
H108307,Rhithrogena,4,C,B197
H108307,Rhyacophila,88,C,B199
H108307,Simulium,9,C,B204
H108307,Tanypodinae,4,C,B217
H108307,Yoraperla,3,C,B230
H108307,Zapada,25,C,B232
H108308,Ampumixis,3,C,B10
H108308,Antocha,8,C,B13
H108308,Arctopsyche,18,C,B15
H108308,Baetis,53,C,B21
H108308,Brachycentrus,5,C,B24
H108308,Calineuria,3,C,B27
H108308,Caudatella,6,C,B31
H108308,Chironominae,60,C,B37
H108308,Cinygmula,2,C,B40
H108308,Doroneuria,0,C,B65
H108308,Drunella_doddsi,12,C,B67
H108308,Epeorus,17,C,B77
H108308,Glossosoma,12,C,B89
H108308,Hydropsyche,1,C,B114
H108308,Megarcys,0,C,B137
H108308,Micrasema,59,C,B140
H108308,Orthocladiinae,13,C,B162
H108308,Rhyacophila,28,C,B199
H108308,Serratella,1,C,B200
H108308,Simulium,21,C,B204
H108308,Tanypodinae,4,C,B217
H108308,Trombidiformes,12,C,B223
H108309,Ameletus,6,C,B6
H108309,Antocha,10,C,B13
H108309,Arctopsyche,18,C,B15
H108309,Baetis,77,C,B21
H108309,Brachycentrus,9,C,B24
H108309,Calineuria,1,C,B27
H108309,Chelifera,4,C,B34
H108309,Chironominae,61,C,B37
H108309,Cinygmula,8,C,B40
H108309,Dicranota,1,C,B58
H108309,Drunella_doddsi,51,C,B67
H108309,Drunella_spinifera,7,C,B70
H108309,Dytiscidae,3,C,B72
H108309,Epeorus,6,C,B77
H108309,Ephemerella,6,C,B78
H108309,Glossosoma,14,C,B89
H108309,Lepidostoma,5,C,B125
H108309,Micrasema,3,C,B140
H108309,Nematoda,1,C,B146
H108309,Orthocladiinae,73,C,B162
H108309,Rhyacophila,24,C,B199
H108309,Sweltsa,4,C,B214
H108309,Tanypodinae,10,C,B217
H108309,Trombidiformes,28,C,B223
H108317,Antocha,1,N,B13
H108317,Attenella,2,N,B20
H108317,Baetis,121,N,B21
H108317,Chironominae,8,N,B37
H108317,Cinygmula,12,N,B40
H108317,Dicranota,1,N,B58
H108317,Doroneuria,4,N,B65
H108317,Epeorus,15,N,B77
H108317,Glossosoma,6,N,B89
H108317,Hesperoperla,15,N,B103
H108317,Heterlimnius,2,N,B104
H108317,Hexatoma,1,N,B106
H108317,Juga,2,N,B119
H108317,Leptophlebiidae,5,N,B127
H108317,Malenka,2,N,B134
H108317,Micrasema,1,N,B140
H108317,Narpus,1,N,B145
H108317,Nematoda,5,N,B146
H108317,Neophylax,7,N,B149
H108317,Oligochaeta,1,N,B156
H108317,Orthocladiinae,14,N,B162
H108317,Rhyacophila,10,N,B199
H108317,Serratella,2,N,B200
H108317,Simulium,69,N,B204
H108317,Sweltsa,9,N,B214
H108317,Tanypodinae,4,N,B217
H108317,Trombidiformes,16,N,B223
H108317,Yoraperla,15,N,B230
H108317,Zapada,1,N,B232
H108318,Ampumixis,1,N,B10
H108318,Antocha,1,N,B13
H108318,Arctopsyche,3,N,B15
H108318,Baetis,128,N,B21
H108318,Blephariceridae,1,N,B23
H108318,Chelifera,2,N,B34
H108318,Chironominae,4,N,B37
H108318,Dicosmoecus,5,N,B57
H108318,Drunella_doddsi,2,N,B67
H108318,Epeorus,6,N,B77
H108318,Heterlimnius,4,N,B104
H108318,Hexatoma,2,N,B106
H108318,Hydropsyche,8,N,B114
H108318,Lara,1,N,B124
H108318,Nematoda,1,N,B146
H108318,Optioservus,4,N,B159
H108318,Orthocladiinae,25,N,B162
H108318,Rhyacophila,18,N,B199
H108318,Simulium,93,N,B204
H108318,Tanypodinae,2,N,B217
H108318,Timpanoga_hecuba,1,N,B219
H108318,Trombidiformes,32,N,B223
H108318,Zaitzevia,7,N,B231
H108323,Ampumixis,2,N,B10
H108323,Antocha,16,N,B13
H108323,Arctopsyche,8,N,B15
H108323,Baetis,37,N,B21
H108323,Calineuria,2,N,B27
H108323,Chironominae,22,N,B37
H108323,Cinygmula,3,N,B40
H108323,Dicranota,1,N,B58
H108323,Drunella_coloradensis/flavilinea,6,N,B66
H108323,Drunella_doddsi,8,N,B67
H108323,Epeorus,1,N,B77
H108323,Glossosoma,61,N,B89
H108323,Leptophlebiidae,4,N,B127
H108323,Megarcys,1,N,B137
H108323,Optioservus,1,N,B159
H108323,Orthocladiinae,21,N,B162
H108323,Pteronarcys,0,N,B193
H108323,Rhithrogena,2,N,B197
H108323,Rhyacophila,12,N,B199
H108323,Serratella,3,N,B200
H108323,Simulium,81,N,B204
H108323,Trombidiformes,8,N,B223
H108323,Turbellaria,1,N,B225
H108323,Zapada,11,N,B232
H108324,Ameletus,4,ND,B6
H108324,Ampumixis,2,ND,B10
H108324,Apatania,4,ND,B14
H108324,Arctopsyche,8,ND,B15
H108324,Baetis,40,ND,B21
H108324,Calineuria,5,ND,B27
H108324,Capniidae,1,ND,B30
H108324,Chironominae,18,ND,B37
H108324,Cinygmula,29,ND,B40
H108324,Diamesinae,1,ND,B56
H108324,Drunella_doddsi,31,ND,B67
H108324,Epeorus,5,ND,B77
H108324,Glossosoma,46,ND,B89
H108324,Heterlimnius,2,ND,B104
H108324,Hexatoma,1,ND,B106
H108324,Hydropsyche,1,ND,B114
H108324,Leptophlebiidae,1,ND,B127
H108324,Megarcys,1,ND,B137
H108324,Oligochaeta,5,ND,B156
H108324,Orthocladiinae,6,ND,B162
H108324,Polycentropodidae,1,ND,B178
H108324,Pteronarcys,1,ND,B193
H108324,Rhithrogena,7,ND,B197
H108324,Rhyacophila,16,ND,B199
H108324,Serratella,0,ND,B200
H108324,Tanypodinae,0,ND,B217
H108324,Wormaldia,1,ND,B229
H108324,Yoraperla,1,ND,B230
H108324,Zapada,5,ND,B232
H108326,Baetis,93,N,B21
H108326,Chelifera,1,N,B34
H108326,Chironominae,1,N,B37
H108326,Cinygmula,4,N,B40
H108326,Drunella_coloradensis/flavilinea,2,N,B66
H108326,Drunella_doddsi,27,N,B67
H108326,Drunella_spinifera,3,N,B70
H108326,Epeorus,32,N,B77
H108326,Glossosoma,2,N,B89
H108326,Heterlimnius,1,N,B104
H108326,Hydropsyche,2,N,B114
H108326,Juga,2,N,B119
H108326,Kathroperla,1,N,B120
H108326,Leptophlebiidae,2,N,B127
H108326,Maruina,2,N,B136
H108326,Nematoda,2,N,B146
H108326,Neophylax,4,N,B149
H108326,Oligochaeta,1,N,B156
H108326,Optioservus,1,N,B159
H108326,Orthocladiinae,5,N,B162
H108326,Rhyacophila,14,N,B199
H108326,Simulium,228,N,B204
H108326,Sweltsa,4,N,B214
H108326,Trombidiformes,12,N,B223
H108326,Zaitzevia,1,N,B231
H108327,Agapetus,1,N,B3
H108327,Baetis,41,N,B21
H108327,Calineuria,1,N,B27
H108327,Chironominae,35,N,B37
H108327,Dicosmoecus,0,N,B57
H108327,Drunella_coloradensis/flavilinea,2,N,B66
H108327,Epeorus,2,N,B77
H108327,Glutops,1,N,B90
H108327,Hesperoperla,2,N,B103
H108327,Heterlimnius,2,N,B104
H108327,Leptophlebiidae,1,N,B127
H108327,Malenka,1,N,B134
H108327,Nematoda,1,N,B146
H108327,Neophylax,1,N,B149
H108327,Orthocladiinae,94,N,B162
H108327,Plumiperla,2,N,B175
H108327,Rhyacophila,4,N,B199
H108327,Serratella,2,N,B200
H108327,Simulium,102,N,B204
H108327,Tanypodinae,12,N,B217
H108327,Timpanoga_hecuba,1,N,B219
H108327,Trombidiformes,12,N,B223
H108327,Wormaldia,2,N,B229
H108327,Zaitzevia,2,N,B231
H108328,Agapetus,1,C,B3
H108328,Antocha,1,C,B13
H108328,Attenella,2,C,B20
H108328,Baetis,103,C,B21
H108328,Calineuria,3,C,B27
H108328,Ceratopogoninae,2,C,B33
H108328,Chelifera,1,C,B34
H108328,Chironominae,17,C,B37
H108328,Diamesinae,1,C,B56
H108328,Epeorus,1,C,B77
H108328,Glossosoma,3,C,B89
H108328,Glutops,1,C,B90
H108328,Heterlimnius,13,C,B104
H108328,Hydroptila,1,C,B115
H108328,Leptophlebiidae,1,C,B127
H108328,Nematoda,1,C,B146
H108328,Optioservus,9,C,B159
H108328,Orthocladiinae,30,C,B162
H108328,Plumiperla,6,C,B175
H108328,Rhyacophila,8,C,B199
H108328,Serratella,1,C,B200
H108328,Simulium,24,C,B204
H108328,Timpanoga_hecuba,2,C,B219
H108328,Trombidiformes,44,C,B223
H108328,Yoraperla,1,C,B230
H108328,Zaitzevia,22,C,B231
H108329,Acentrella,1,C,B1
H108329,Ameletus,1,C,B6
H108329,Ampumixis,12,C,B10
H108329,Antocha,11,C,B13
H108329,Apatania,1,C,B14
H108329,Attenella,12,C,B20
H108329,Baetis,9,C,B21
H108329,Calineuria,3,C,B27
H108329,Caudatella,4,C,B31
H108329,Chironominae,4,C,B37
H108329,Cinygmula,1,C,B40
H108329,Clinocera,1,C,B43
H108329,Dicranota,1,C,B58
H108329,Doroneuria,2,C,B65
H108329,Drunella_coloradensis/flavilinea,8,C,B66
H108329,Drunella_pelosa,1,C,B69
H108329,Dytiscidae,1,C,B72
H108329,Epeorus,16,C,B77
H108329,Glossosoma,7,C,B89
H108329,Glutops,2,C,B90
H108329,Hesperoperla,5,C,B103
H108329,Heterlimnius,17,C,B104
H108329,Hexatoma,3,C,B106
H108329,Hydropsyche,11,C,B114
H108329,Kogotus,4,C,B121
H108329,Lara,2,C,B124
H108329,Micrasema,8,C,B140
H108329,Narpus,2,C,B145
H108329,Nematoda,3,C,B146
H108329,Neophylax,4,C,B149
H108329,Orthocladiinae,55,C,B162
H108329,Plumiperla,2,C,B175
H108329,Rhyacophila,22,C,B199
H108329,Simulium,96,C,B204
H108329,Sweltsa,1,C,B214
H108329,Tanypodinae,6,C,B217
H108329,Trombidiformes,28,C,B223
H108330,Ameletus,1,C,B6
H108330,Ampumixis,1,C,B10
H108330,Apatania,2,C,B14
H108330,Baetis,108,C,B21
H108330,Chironominae,23,C,B37
H108330,Cinygmula,34,C,B40
H108330,Dicranota,1,C,B58
H108330,Dixa,1,C,B61
H108330,Doroneuria,0,C,B65
H108330,Drunella_coloradensis/flavilinea,4,C,B66
H108330,Drunella_doddsi,1,C,B67
H108330,Epeorus,1,C,B77
H108330,Glossosoma,1,C,B89
H108330,Heterlimnius,2,C,B104
H108330,Hexatoma,0,C,B106
H108330,Hydropsyche,1,C,B114
H108330,Leptophlebiidae,24,C,B127
H108330,Malenka,20,C,B134
H108330,Megarcys,1,C,B137
H108330,Orthocladiinae,8,C,B162
H108330,Rhithrogena,1,C,B197
H108330,Rhyacophila,2,C,B199
H108330,Serratella,4,C,B200
H108330,Simulium,42,C,B204
H108330,Sweltsa,1,C,B214
H108330,Trombidiformes,4,C,B223
H108330,Yoraperla,6,C,B230
H108330,Zaitzevia,3,C,B231
H108330,Zapada,2,C,B232
H108331,Ameletus,1,C,B6
H108331,Baetis,31,C,B21
H108331,Chironominae,23,C,B37
H108331,Doroneuria,0,C,B65
H108331,Drunella_doddsi,27,C,B67
H108331,Drunella_spinifera,2,C,B70
H108331,Dytiscidae,3,C,B72
H108331,Epeorus,5,C,B77
H108331,Ephemerella,2,C,B78
H108331,Glossosoma,19,C,B89
H108331,Glutops,1,C,B90
H108331,Hexatoma,1,C,B106
H108331,Hydropsyche,2,C,B114
H108331,Juga,1,C,B119
H108331,Lepidostoma,20,C,B125
H108331,Leptophlebiidae,2,C,B127
H108331,Nematoda,2,C,B146
H108331,Neophylax,5,C,B149
H108331,Orthocladiinae,100,C,B162
H108331,Rhyacophila,18,C,B199
H108331,Simulium,12,C,B204
H108331,Sweltsa,1,C,B214
H108331,Trombidiformes,16,C,B223
H108331,Zaitzevia,3,C,B231
H108332,Asellidae,1,N_lc,B16
H108332,Baetis,6,N_lc,B21
H108332,Calineuria,2,N_lc,B27
H108332,Chelifera,1,N_lc,B34
H108332,Chironominae,1,N_lc,B37
H108332,Dixa,1,N_lc,B61
H108332,Eubrianax,11,N_lc,B81
H108332,Glossosoma,3,N_lc,B89
H108332,Gomphidae,1,N_lc,B92
H108332,Hydraenidae,2,N_lc,B111
H108332,Juga,4,N_lc,B119
H108332,Lepidostoma,5,N_lc,B125
H108332,Leptophlebiidae,3,N_lc,B127
H108332,Micrasema,1,N_lc,B140
H108332,Nematoda,4,N_lc,B146
H108332,Neophylax,1,N_lc,B149
H108332,Orthocladiinae,4,N_lc,B162
H108332,Polycentropodidae,1,N_lc,B178
H108332,Pteronarcys,2,N_lc,B193
H108332,Rhyacophila,14,N_lc,B199
H108332,Simulium,3,N_lc,B204
H108332,Soliperla,1,N_lc,B206
H108332,Sweltsa,2,N_lc,B214
H108332,Zaitzevia,1,N_lc,B231
H108332,Zapada,1,N_lc,B232
H108333,Calineuria,4,N_lc,B27
H108333,Chelifera,2,N_lc,B34
H108333,Chironominae,3,N_lc,B37
H108333,Eubrianax,4,N_lc,B81
H108333,Glossosoma,1,N_lc,B89
H108333,Hexatoma,4,N_lc,B106
H108333,Hydropsyche,1,N_lc,B114
H108333,Juga,3,N_lc,B119
H108333,Lepidostoma,10,N_lc,B125
H108333,Oligochaeta,2,N_lc,B156
H108333,Optioservus,3,N_lc,B159
H108333,Ordobrevia,3,N_lc,B160
H108333,Orthocladiinae,6,N_lc,B162
H108333,Rhyacophila,14,N_lc,B199
H108333,Trombidiformes,40,N_lc,B223
H108333,Zaitzevia,3,N_lc,B231
H108333,Zapada,1,N_lc,B232
H108334,Agapetus,14,N,B3
H108334,Antocha,1,N,B13
H108334,Baetis,8,N,B21
H108334,Calineuria,4,N,B27
H108334,Chironominae,6,N,B37
H108334,Epeorus,1,N,B77
H108334,Hydroptila,29,N,B115
H108334,Nematoda,3,N,B146
H108334,Neophylax,1,N,B149
H108334,Optioservus,54,N,B159
H108334,Orthocladiinae,15,N,B162
H108334,Rhyacophila,72,N,B199
H108334,Simulium,12,N,B204
H108334,Tanypodinae,6,N,B217
H108334,Timpanoga_hecuba,2,N,B219
H108334,Trombidiformes,52,N,B223
H108334,Zaitzevia,12,N,B231
H108343,Ameletus,1,C,B6
H108343,Arctopsyche,12,C,B15
H108343,Baetis,77,C,B21
H108343,Blephariceridae,1,C,B23
H108343,Caudatella,1,C,B31
H108343,Corydalidae,1,C,B47
H108343,Doroneuria,0,C,B65
H108343,Drunella_doddsi,55,C,B67
H108343,Epeorus,34,C,B77
H108343,Glossosoma,34,C,B89
H108343,Hydropsyche,0,C,B114
H108343,Micrasema,1,C,B140
H108343,Orthocladiinae,5,C,B162
H108343,Parapsyche,0,C,B166
H108343,Pteronarcys,0,C,B193
H108343,Pyralidae,1,C,B195
H108343,Rhithrogena,8,C,B197
H108343,Rhyacophila,20,C,B199
H108343,Simulium,30,C,B204
H108343,Tanypodinae,2,C,B217
H108343,Trombidiformes,12,C,B223
H108344,Baetis,78,C,B21
H108344,Calineuria,1,C,B27
H108344,Chironominae,1,C,B37
H108344,Dixa,1,C,B61
H108344,Doroneuria,1,C,B65
H108344,Drunella_doddsi,3,C,B67
H108344,Drunella_spinifera,3,C,B70
H108344,Epeorus,153,C,B77
H108344,Glossosoma,6,C,B89
H108344,Heterlimnius,2,C,B104
H108344,Micrasema,2,C,B140
H108344,Oligochaeta,1,C,B156
H108344,Parapsyche,1,C,B166
H108344,Rhithrogena,16,C,B197
H108344,Rhyacophila,4,C,B199
H108344,Simulium,6,C,B204
H108344,Yoraperla,10,C,B230
H108344,Zapada,1,C,B232
H108345,Amiocentrus,12,C,B8
H108345,Antocha,1,C,B13
H108345,Arctopsyche,0,C,B15
H108345,Baetis,37,C,B21
H108345,Brachycentrus,2,C,B24
H108345,Calineuria,2,C,B27
H108345,Chironominae,20,C,B37
H108345,Cinygmula,19,C,B40
H108345,Clinocera,1,C,B43
H108345,Corydalidae,0,C,B47
H108345,Dicranota,4,C,B58
H108345,Drunella_doddsi,14,C,B67
H108345,Drunella_spinifera,1,C,B70
H108345,Eubrianax,1,C,B81
H108345,Glossosoma,9,C,B89
H108345,Heterlimnius,7,C,B104
H108345,Hexatoma,0,C,B106
H108345,Hydropsyche,6,C,B114
H108345,Leptophlebiidae,5,C,B127
H108345,Malenka,16,C,B134
H108345,Neophylax,2,C,B149
H108345,Optioservus,1,C,B159
H108345,Oreogeton,1,C,B161
